"GA_Id","Name","YE_Id","Filename","FileToRun","FilenameIndex","ScrnshotFilename","MU_Id","GE_Id","PU_Id","DI_Id","CR_Id","SidFilename","DateLastPlayed","TimesPlayed","CCode","HighScore","FA","SA","Fav","PR_Id","LA_Id","Extras","Classic","Rating","V_PalNTSC","V_Length","V_Trainers","PlayersFrom","PlayersTo","PlayersSim","Adult","MemoText","Prequel","Sequel","Related","Control","CRC","Filesize","Version","Gemus","V_LengthType","Comment","V_Comment","V_LoadingScreen","V_HighScoreSaver","V_IncludedDocs","V_TrueDriveEmu","AR_Id","DE_Id","LI_Id","RA_Id","WebLink_Name","WebLink_URL","V_WebLink_Name","V_WebLink_URL","V_TitleScreen","V_Playable","V_Original","CloneOf","ReviewRating"
"1","$100,000 Pyramid, The","28","0\100KPYRA_00001_01.zip","","0","0\The_$100,000_Pyramid.png","39","46","92","8","69","","","0","4","","0","0","0","17","2","1","0","0","1","1","0","1","4","0","0","","0","0","0","2","","0","1","","1","","","1","0","0","0","259","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=1","","","2","2","2","0","-1"
"2","10-Pin Bowling","24","0\10PINBOW_00002_01.zip","","0","0\10-Pin_Bowling.png","39","28","3459","8","21","","","0","4","","0","0","0","3025","2","0","0","0","3","80","0","1","4","0","0","","0","0","64","0","","0","1","","0","a.k.a. 'Bill Richie's 10-Pin Bowling'","","0","1","0","0","261","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=2","","","2","2","2","0","-1"
"3","10... Knockout!","25","0\10KNOCKO_00003_01.zip","","0","0\10..._Knockout!.png","3504","66","546","8","7","GAMES\0-9\10_Knockout_BASIC.sid","","0","4","","0","0","0","23","2","0","0","0","3","193","0","1","1","0","0","","0","0","0","0","","0","1","","0","","","0","0","0","0","1","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=3","","","2","2","2","0","-1"
"4","100 Meter Dash","39","0\100MDASH_00004_01.zip","","0","0\100_Meter_Dash.png","39","26","37","8","59","","","0","4","","0","0","0","1","2","0","0","0","1","7","0","2","2","1","0","","0","0","0","2","","0","1","","0","","","0","0","0","0","1","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=4","","","2","2","2","0","-1"
"5","100 Mile Race","26","0\100MILER_00005_01.zip","","0","0\100_Mile_Race.png","2008","109","2527","8","7","GAMES\0-9\100_Mile_Race.sid","","0","4","","0","0","0","894","2","0","0","0","3","50","0","1","1","0","0","","0","0","0","0","","0","1","","0","Commodore Microcomputers Magazine 1986/11-12, Loadstar #030","","0","0","1","0","3543","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=5","","","2","2","2","0","-1"
"6","1000 Miglia Volume I - 1927-1933","32","0\1000MIGL_00006_01.zip","","0","0\1000_Miglia_Volume_I_-_1927-1933.png","337","109","451","8","1928","MUSICIANS\P\Palmonari_Stefano\1000_Miglia.sid","","0","4","","0","0","0","510","14","1","0","0","1","518","0","1","1","0","0","","0","0","0","0","","0","1","vtde=yes ","0","","","1","0","0","0","44","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=6","","","2","2","2","0","-1"
"7","1000 Miles","4","0\1000MILE_00007_01.zip","","0","0\1000_Miles.png","39","190","37","8","7","","","0","4","","0","0","0","2758","2","0","0","0","3","88","0","1","1","0","0","","0","0","10083","0","","0","1","","0","","2 versions (original / improved with high-scores)","0","1","1","0","2","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=7","","","2","2","2","0","-1"
"8","10th Frame","26","0\10THFRAM_00008_01.zip","","0","0\10th_Frame.png","39","28","88","8","3","","","0","4","","0","0","0","275","2","1","0","0","3","142","0","1","8","0","0","Original version protection note: --------------------------------- The original disk came with a dongle that must be inserted in the tape drive port. On real hardware, if you have a datasette, you can just put in a tape and press play and it will pass the protection.  When using WinVICE just 'insert' a TAP image and 'start' the datasette motor to bypass the protection. The linked NIB file is the pure original version and the D64 has been patched to work without the dongle.","0","0","0","0","","0","1","","0","Commodore Format 1991/03 (Issue #06)","","1","0","1","0","262","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=8","","","2","2","2","0","-1"
"9","15 Pietnastka","34","0\15PIETNA_00009_01.zip","","0","0\15_Pietnastka.png","897","42","37","8","21","MUSICIANS\S\Skull\Hidden_Ninja.sid","","0","4","","0","0","0","4024","12","0","0","0","3","95","1","1","1","0","0","","0","0","0","0","","0","1","","0","","","1","0","0","0","263","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=9","","","2","2","2","0","-1"
"10","15 Solitaire","34","0\15SOLITA_00010_01.zip","","0","0\15_Solitaire.png","39","186","587","8","7","","","0","4","","0","0","0","1521","2","0","0","0","3","11","0","1","1","0","0","","0","0","0","0","","0","1","","0","COMPUTE!'s Gazette 1994/07","","0","0","0","0","2352","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=10","","","2","2","2","0","-1"
"11","15-Puzzle, The","27","0\15PUZZLE_00011_01.zip","","0","0\The_15-Puzzle.png","39","42","2077","8","7","","","0","4","","0","0","0","3521","2","0","0","0","3","11","0","1","1","0","0","","0","0","0","5","","0","1","","0","RUN 1987/10 (Issue #46)","","0","0","0","0","2","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=11","","","2","2","2","0","-1"
"12","17+4","31","0\17UND4V1_00012_01.zip","","0","0\17_plus_4.png","39","187","1882","8","7","","","0","4","","0","0","0","7975","3","0","0","0","3","6","0","1","1","0","0","","0","0","0","0","","0","1","","0","64'er 1992/01","","0","0","0","0","1946","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=12","","","2","2","2","0","-1"
"13","180","26","0\180_00013_01.zip","","0","0\180.png","32","31","1649","8","3","MUSICIANS\W\Whittaker_David\180.sid","","0","4","","0","0","0","889","2","1","0","0","3","145","2","1","2","0","0","","0","0","0","0","","0","1","","0","release as 'Pub Darts' in the US","","1","0","1","0","264","125","1","1","www.gb64.com","http://www.gb64.com/game.php?id=13","","","2","2","2","0","-1"
"14","19 Part One - Boot Camp","28","0\19BOOTC0_00014_01.zip","19BOOTC0.D64","0","0\19_Part_One_-_Boot_Camp.png","33","2","107","8","22","MUSICIANS\H\Hubbard_Rob\Nineteen.sid","","0","4","","0","0","0","7983","2","1","0","0","3","2","1","1","4","0","0","","0","0","0","0","","0","1","","1","","levelpacked version also included on 2nd disk","1","0","0","0","265","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=14","","","2","2","2","0","-1"
"15","1942","26","0\1942!_00015_03.zip","","0","0\1942_(Elite).png","37","7","40","8","1514","MUSICIANS\C\Cooksey_Mark\1942.sid","","0","4","","0","0","0","119","2","1","0","0","3","194","6","1","1","0","0","","0","0","16","0","","0","3","","0","Radio Elettronica & Computer 1987/02 (Anno XVI Numero 2)","","0","1","1","0","266","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=15","","","2","2","2","0","-1"
"16","1942","26","0\1942_00016_03.zip","","0","0\1942_(Hit-Pak).png","37","7","708","8","4","MUSICIANS\C\Cooksey_Mark\1942.sid","","0","4","","0","0","0","119","2","1","0","0","1","157","8","1","1","0","0","The game was released in alternate versions using different music.","0","0","15","0","","0","3","","0","","101% version / also contains music from the alternate release","1","1","1","0","2462","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=16","","","2","2","2","0","-1"
"17","1943 - One Year After","27","0\1943-OYA_00017_02.zip","","0","0\1943_-_One_Year_After.png","86","7","377","8","81","MUSICIANS\H\Haard_Lars\1943-One_Year_After.sid","","0","4","","0","0","0","1307","2","1","0","0","3","186","2","1","1","0","0","","0","0","0","0","","0","2","","0","a.k.a. ''43 - One Year After' (title on '4 Action Hits' game compilation)","","1","0","1","0","1","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=17","","","2","2","2","0","-1"
"18","1943 - The Battle of Midway","28","0\1943-BOM_00018_01.zip","","0","0\1943_-_The_Battle_of_Midway.png","84","7","535","8","11","MUSICIANS\T\Tait_Mark\1943.sid","","0","4","","0","0","0","1","2","1","0","0","3","148","5","1","2","1","0","","0","0","0","0","","0","1","","0","Commodore Force #16 (March 1994) - Reel Action #29","","1","1","1","0","1","153","1","1","www.gb64.com","http://www.gb64.com/game.php?id=18","","","2","2","2","0","-1"
"19","1944","28","0\1944_00019_01.zip","","0","0\1944.png","39","153","626","8","226","","","0","4","","0","0","0","2965","2","0","0","0","3","94","1","1","2","1","0","","0","0","0","0","","0","1","","0","","","0","0","0","0","268","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=19","","","2","2","2","0","-1"
"20","1948","2","0\1948_00020_01.zip","","0","0\1948.png","39","153","626","8","7","","","0","4","","0","0","0","2965","2","0","0","0","3","93","0","1","1","0","0","","0","0","0","0","","0","1","","0","","","0","0","0","0","269","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=20","","","2","2","2","0","-1"
"21","1985 - The Day After","25","0\1985_00021_01.zip","","0","0\1985_-_The_Day_After.png","39","2","32","8","21","","","0","4","","0","0","0","1","2","1","0","0","3","84","5","1","1","0","0","","0","0","0","0","","0","1","","0","","","1","1","1","0","1043","154","1","1","www.gb64.com","http://www.gb64.com/game.php?id=21","","","2","2","2","0","-1"
"22","1991 World Cup Knockout, The","31","0\1991WCUP_00022_01.zip","","0","0\The_1991_World_Cup_Knockout.png","39","71","1643","8","1014","","","0","4","","0","0","0","931","2","0","0","0","3","66","0","1","1","0","0","","0","0","0","2","","0","1","","0","","","0","0","0","0","6156","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=22","","","2","2","2","0","-1"
"23","1994 - Ten Years After","24","0\1994_00023_03.zip","","0","0\1994_-_Ten_Years_After.png","3519","11","105","8","1944","GAMES\0-9\1994-Ten_Years_After.sid","","0","4","","0","0","0","896","2","1","0","0","3","79","20","1","1","0","0","Keyboard controls: ------------------ ^     = left 1     = right SPACE = jump   The crazy hack -------------- Press the following keys during game play to turn on/off the extra features:   Q = Infinite Lives ON   E = Infinite Lives OFF   T = Freeze Timer   U = Unfreeze Timer   O = Infinite Strength ON   @ = Infinite Strength OFF  F3 = Get Key*1   F5 = Drop Key*2   S = Teleport Left   F = Teleport Right   H = Teleport Down   K = Teleport Up   : = Level Skip Back   = = Level Skip Forward R/S = Skip to Final Level  C= = Initiate Game Ending*3   X = Main Character Colour   V = Border Colour   N = Screen Colour   , = Suicide!  Notes ----- *1 The border will turn grey to indicate that you have the key. You will lose the key of you fall and die. *2 The border will turn black to indicate that you have dropped the key. *3 Press this key when you are on Level 8 - the final level.","0","0","0","2","","0","3","","0","","","0","0","0","0","2190","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=23","","","2","2","2","0","-1"
"24","1st Division Manager","33","0\1STDIVIS_00024_02.zip","","1","0\1st_Division_Manager.png","98","173","41","8","1924","MUSICIANS\S\Sonic_Graffiti\Gourley_Gerard\1st_Division_Manager.sid","","0","4","","0","0","0","897","2","1","0","0","1","351","2","1","1","0","0","","0","0","0","0","","0","2","","0","","2 versions (trained / NTSC fixed)","1","0","0","0","206","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=24","","","2","2","2","0","-1"
"25","Pi.R Squared","27","p1\PIRSQUAR_00025_02.zip","","0","0\2_pi_r.png","52","57","2027","8","108","MUSICIANS\B\Brooke_Jason\Pi_r_Squared.sid","","0","4","","0","0","0","898","2","1","0","0","3","242","1","1","1","0","0","","0","0","0","1","","0","2","","0","","","1","0","1","0","475","125","1","1","www.gb64.com","http://www.gb64.com/game.php?id=25","","","2","2","2","0","-1"
"26","20 Tons","25","0\20TONS_00026_01.zip","","0","0\20_Tons.png","2407","54","463","8","4","GAMES\0-9\20_Tons.sid","","0","4","","0","0","0","899","2","1","0","0","1","59","1","1","1","0","0","","0","0","0","0","","0","1","","0","64 Tape Computing No. 13 (November 1985)","","0","0","0","0","270","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=26","","","2","2","2","0","-1"
"27","20.000 Meilen unter dem Meer","28","0\20000MUM_00027_01.zip","","0","0\20000_Meilen_unter_dem_Meer.png","38","88","1379","8","1006","","","0","4","","0","0","0","900","3","0","0","0","3","304","0","1","1","0","0","","0","0","0","2","","0","1","","0","Stonysoft #0090","important label '* 20000 SIDE 2 *'","0","0","1","1","2","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=27","","","2","2","2","0","-1"
"28","Year 2002","2","y\YEAR2002_00028_01.zip","","0","Y\Year_2002.png","1338","5","37","8","703","","","0","4","","0","0","0","762","2","0","0","0","3","56","0","1","1","0","0","","0","0","0","1","","0","1","","0","","","0","0","0","0","6130","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=28","","","2","2","2","0","-1"
"29","2010","2","0\2010_00029_01.zip","","0","0\2010.png","39","153","626","8","7","","","0","4","","0","0","0","2965","2","0","0","0","3","131","0","1","2","1","0","","0","0","0","0","","0","1","","0","","","0","0","0","0","271","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=29","","","2","2","2","0","-1"
"30","2112 - The Battle for Planet Earth","32","0\2112_00030_01.zip","","0","0\2112_-_The_Battle_For_Planet_Earth.png","2405","153","371","8","58","GAMES\0-9\2112.sid","","0","4","","0","0","0","2965","2","0","0","0","3","206","3","1","1","0","0","","0","0","0","0","","0","1","","0","","2 versions (trained / docs)","0","0","1","0","127","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=30","","","2","2","2","0","-1"
"31","221B Baker Street","26","0\221BBAK0_00031_01.zip","221BBAK0.D64","0","0\221B_Baker_Street.png","38","136","43","8","2","GAMES\0-9\221B_Baker_Street.sid","","0","4","","0","0","0","822","2","1","0","0","3","3","0","1","4","0","0","","0","0","0","0","","0","1","","1","includes 'Case Library 1+2'","","1","0","0","0","272","155","1","1","www.gb64.com","http://www.gb64.com/game.php?id=31","","","2","2","2","0","-1"
"32","2K-Fighter","32","0\2K-FIGHT_00032_01.zip","","0","0\2K-Fighter.png","39","5","1882","8","7","","","0","4","","0","0","0","182","2","0","0","0","3","9","0","1","1","0","0","","0","0","0","0","","0","1","","0","64'er 1992/12","","0","0","0","0","273","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=32","","","2","2","2","0","-1"
"33","3 x 3","27","0\3X3_00033_01.zip","","0","0\3_x_3.png","39","46","332","8","59","","","0","4","","0","0","0","691","3","1","0","0","3","44","0","1","3","0","0","","0","0","0","2","","0","1","","0","Input 64  1987/02","","0","0","0","0","2","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=33","","","2","2","2","0","-1"
"34","3-D Breakout","28","0\3-DBREAK_00034_01.zip","","0","0\3-D_Breakout.png","39","44","2599","8","21","","","0","4","","0","0","0","369","2","1","0","0","3","51","1","1","1","0","0","","0","0","0","0","","0","1","","0","Commodore Disk User 1988/07-08, Your Commodore 1990/03 (Tape #03), Loadstar #231, Courbois Software #6470","","0","1","1","0","5694","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=34","","","2","2","2","0","-1"
"35","3-D Labyrinth","24","0\3-DLABYR_00035_01.zip","","0","0\3-D_Labyrinth.png","39","59","587","8","7","","","0","4","","0","0","0","1140","2","0","0","0","3","11","0","1","1","0","0","","0","0","0","2","","0","1","","0","COMPUTE!'s Gazette 1984/12 (Issue #18)","","0","0","0","0","3082","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=35","","","2","2","2","0","-1"
"36","3-D Man","23","0\3-DMAN_00036_01.zip","","0","0\3-D_Man.png","39","55","99","8","7","","","0","4","","0","0","0","901","2","1","0","0","3","15","0","1","1","0","0","","0","0","43","1","","0","1","","0","a.k.a. '3D-64 Man' on Softsmith cover","","0","0","0","0","275","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=36","","","2","2","2","0","-1"
"37","3-D Skramble","24","0\3DSKRAMB_00037_02.zip","","0","0\3-D_Skramble.png","38","113","309","8","1438","GAMES\0-9\3-D_Skramble.sid","","0","4","","0","0","0","1","2","1","0","0","3","118","2","1","2","0","0","","0","0","0","0","","0","2","","0","","includes unofficial loading screen","1","1","1","0","1","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=37","","","2","2","2","0","-1"
"38","Computer Speedway","28","c2\COMPSPW2_00038_01.zip","","0","C\Computer_Speedway_v2.png","39","70","587","8","7","","","0","4","","0","0","0","1244","2","0","0","0","3","13","0","1","1","0","0","","0","0","0","0","","0","1","","0","COMPUTE!'s Gazette 1988/04 (Issue #58), Courbois Software #6470 / no definite name, called '3-D Speedway' in the magazine","","0","0","0","0","1","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=38","","","2","2","2","0","-1"
"39","3-D Tic Tac Toe","4","0\3-DTICT2_00039_02.zip","","0","0\3-D_Tic_Tac_Toe_v2.png","39","84","37","8","7","","","0","4","","0","0","0","1","2","0","0","0","1","24","0","1","1","0","0","","0","0","20261","0","","0","2","","0","","compiled version","0","0","1","0","1","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=39","","","2","2","2","0","-1"
"40","3D Construction Kit","31","0\3DCONKIT_00040_01.zip","","0","0\3D_Construction_Kit.png","39","168","210","8","1","","","0","4","","0","0","0","6294","2","1","0","0","3","1","0","1","1","0","0","","0","0","0","0","","0","1","","1","re-released by Domark","","0","0","1","0","2","37","1","1","www.gb64.com","http://www.gb64.com/game.php?id=40","","","2","2","2","0","-1"
"41","3-D Glooper","23","0\3DGLOOPR_00041_01.zip","","0","0\3-D_Glooper.png","39","55","183","8","47","","","0","4","","0","0","0","1","2","1","0","0","3","39","1","1","1","0","0","","0","0","0","0","","0","1","","0","Loadstar #223","","0","0","0","0","1","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=41","","","2","2","2","0","-1"
"42","3D Morris / 3D Mühle","24","0\3DMORRIS_00042_01.zip","","0","0\3D_Morris.png","39","84","37","8","21","","","0","4","","0","0","0","1","9","0","0","0","3","33","0","1","1","0","0","","0","0","0","0","","0","1","","0","","","0","0","0","0","1","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=42","","","2","2","2","0","-1"
"43","3D Pac Man","4","0\3DPACMAN_00043_01.zip","","0","0\3D_Pac_Man.png","39","55","37","8","7","","","0","4","","0","0","0","901","3","0","0","0","3","17","0","1","1","0","0","","0","0","36","1","","0","1","","0","","","0","0","0","0","275","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=43","","","2","2","2","0","-1"
"44","3D Reversi","27","0\3DREVERS_00044_02.zip","","0","0\3D_Reversi.png","39","84","1882","8","7","","","0","4","","0","0","0","255","3","0","0","0","3","15","0","2","2","0","0","press 'S' to save and 'L' to load a game ","0","0","0","0","","0","2","","0","64'er Sonderheft 17","","0","0","0","0","2071","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=44","","","2","2","2","0","-1"
"45","3D Scacchi Simulator","31","0\3DSCACCH_00045_01.zip","","0","0\3D_Scacchi_Simulator.png","39","64","451","8","7","","","0","4","","0","0","0","902","2","0","0","0","3","225","0","1","2","0","0","","0","0","0","0","","0","1","","0","","","1","0","1","0","278","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=45","","","2","2","2","0","-1"
"46","3D Spacewar, The","29","0\3DSPACEW_00046_02.zip","","0","0\The_3D_Spacewar.png","2519","153","371","8","1759","MUSICIANS\M\MC\Parallax.sid","","0","4","","0","0","0","2965","2","1","0","0","3","254","3","1","1","0","0","Intro SID: MUSICIANS\B\Brian\Galways_Music_Style.sid","0","0","0","0","","0","2","","0","Commodore Format 1995/05 (Issue #56)","2 versions (trained / docs)","0","0","1","0","127","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=46","","","2","2","2","0","-1"
"47","3D Stock Cars II","31","0\3DSTOCK2_00047_01.zip","","0","0\3D_Stock_Cars_II.png","39","23","573","8","66","","","0","4","","0","0","0","903","2","1","0","0","3","122","2","1","4","0","0","","0","0","0","0","","0","1","","0","","","0","0","0","0","1","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=47","","","2","2","2","0","-1"
"48","3D Tic Tac Toe","24","0\3DTICT-E_00048_01.zip","","0","0\3D_Tic_Tac_Toe.png","39","84","97","8","7","","","0","4","","0","0","0","90","2","1","0","0","3","16","0","1","1","0","0","","0","0","15375","0","","0","1","","0","Cassette 1, Courbois Software #6424, MSP Cassette 64-01","","0","0","0","0","805","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=48","","","2","2","2","0","-1"
"49","3D Tic-Tac-Toe","24","0\3DTIC-TA_00049_01.zip","","0","0\3D_Tic-Tac-Toe.png","39","84","587","8","7","","","0","4","","0","0","0","1141","2","1","0","0","3","11","0","2","2","1","0","","0","0","0","0","","0","1","","0","COMPUTE!'s Gazette 1984/06 (Issue #12)","","0","0","0","0","1","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=49","","","2","2","2","0","-1"
"50","3D Time Trek","23","0\3DTIMETR_00050_01.zip","","0","0\3D_Time_Trek.png","39","10","94","8","7","","","0","4","","0","0","0","521","2","1","0","0","3","74","0","1","1","0","0","","0","0","0","0","","0","1","","0","Software Club N°10 / a.k.a. 'Timetreck', 'Star Trek'","","0","0","0","0","322","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=50","","","2","2","2","0","-1"
"51","Waterski 3D","24","w\WATERSKI_00051_01.zip","","0","0\3D_Waterski.png","1356","39","59","8","780","GAMES\0-9\3D_Waterski.sid","","0","4","","0","0","0","265","2","1","0","0","3","33","1","1","1","0","0","","0","0","0","0","","0","1","","0","","","0","0","0","0","231","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=51","","","2","2","2","0","-1"
"52","3D-Lab","28","0\3D-LAB_00052_03.zip","","0","0\3D-Lab.png","39","59","1883","8","2423","","","0","4","","0","0","0","1508","9","1","0","0","3","35","1","1","1","0","0","","0","0","0","0","","0","3","","0","Happy Computer 1989/01 / English translation added unofficially","","0","0","1","0","2929","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=52","","","2","2","2","0","-1"
"53","3D-Vier-Gewinnt","24","0\3D4GEWIN_00053_01.zip","","0","0\3D-Vier-Gewinnt.png","39","85","1882","8","7","","","0","4","","0","0","0","904","3","0","0","0","3","28","0","0","2","0","0","","0","0","0","0","","0","1","","0","64'er 1984/12","","0","0","0","0","2051","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=53","","","2","2","2","0","-1"
"54","3-D Zoom!","31","0\3-DZOOM_00054_02.zip","","0","0\3-D_Zoom!.png","39","1","1889","8","59","","","0","4","","0","0","0","2635","2","0","0","0","3","22","0","1","1","0","0","","0","0","0","0","","0","2","","0","","","0","0","0","0","5488","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=54","","","2","2","2","0","-1"
"55","4 by 4","38","0\4BY4_00055_02.zip","","0","0\4_By_4.png","39","85","542","8","44","","","0","4","","0","0","0","906","2","0","0","0","3","71","1","1","1","0","0","","0","0","0","0","","0","2","","0","Loadstar #172","","0","0","1","0","1359","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=55","","","2","2","2","0","-1"
"56","4 gewinnt 2002","30","0\4GEWINNT_00056_01.zip","","0","0\4_gewinnt_2002.png","39","85","1882","8","7","","","0","4","","0","0","0","9025","3","0","0","0","3","5","0","2","2","0","0","","0","0","0","0","","0","1","","0","64'er 1991/01","","0","0","0","0","1980","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=56","","","2","2","2","0","-1"
"57","4 Soccer Simulators","29","0\4SOCCSIM_00057_01.zip","","0","0\4_Soccer_Simulators.png","32","32","41","8","13","MUSICIANS\W\Whittaker_David\4_Soccer_Sims_Soccer_Skills.sid","","0","4","","0","0","0","912","2","1","0","0","3","505","0","1","2","1","0","","0","0","0","0","","0","1","","0","","4 separate parts","1","0","0","0","279","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=57","","","2","2","2","0","-1"
"58","4. Times Revlex","32","0\4TIMESRE_00058_01.zip","","0","0\4._Times_Revlex.png","39","44","1882","8","7","","","0","4","","0","0","0","907","2","0","0","0","3","7","0","1","1","0","0","","0","0","0","0","","0","1","","0","64'er 1992/04","","0","0","0","0","1940","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=58","","","2","2","2","0","-1"
"59","Fourty Five","31","f2\45_00059_01.zip","","0","0\45.png","85","86","1886","8","2","MUSICIANS\G\Griff\45.sid","","0","4","","0","0","0","850","2","0","0","0","3","71","2","1","1","0","0","","0","0","0","0","","0","1","","0","Golden Disk 64  1991/07","","0","1","0","0","1","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=59","","","2","2","2","0","-1"
"60","48 Hours [Preview]","37","0\48HOURS-_00060_01.zip","","0","0\48_Hours_[Preview].png","800","94","3154","8","268","MUSICIANS\S\Sonic\Double_Dragon_the_dragon_mix.sid","","0","4","","0","0","0","2693","2","0","0","0","3","107","0","1","1","0","0","","0","0","0","0","","0","1","","0","","","0","0","0","0","16","13","1","1","www.gb64.com","http://www.gb64.com/game.php?id=60","","","2","2","2","0","-1"
"61","4th & Inches","27","0\4THINCH_00061_01.zip","","0","0\4th_&_Inches.png","128","52","106","8","203","MUSICIANS\B\Bogas_Ed\4th_and_Inches.sid","","0","4","","0","0","0","370","2","1","0","0","3","1","0","1","2","1","0","","0","0","62","0","","0","1","","1","Team Construction Disk is included","","0","0","0","0","280","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=61","","","2","2","2","0","-1"
"62","4th & Inches Season Maker","29","0\4THINCHS_00062_01.zip","","0","0\4th_&_Inches_Season_Maker.png","128","52","39","8","7","MUSICIANS\B\Bogas_Ed\4th_and_Inches.sid","","0","4","","0","0","0","371","2","0","0","0","3","586","0","1","2","1","0","","0","0","61","0","","0","1","","0","","","0","0","0","0","1","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=62","","","2","2","2","0","-1"
"63","4x4 Off-Road Racing","28","0\4X4OFFR0_00063_01.zip","4X4OFFR0.D64","0","0\4x4_Off-Road_Racing.png","3945","109","50","8","288","GAMES\0-9\4x4_Off-Road_Racing.sid","","0","4","","0","0","0","908","2","1","0","0","3","2","0","1","1","0","0","","0","0","0","0","","0","1","","1","","","0","0","0","0","281","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=63","","","2","2","2","0","-1"
"64","5-Pin Bowling","24","0\5PINBOWL_00064_01.zip","","0","0\5-Pin_Bowling.png","39","28","3190","8","1651","","","0","4","","0","0","0","3025","2","1","0","0","3","59","0","1","4","0","0","","0","0","2","0","","0","1","","0","a.k.a. 'Magic Bowling' as released in 1985 by 'Play Vision' (COM 64/70) / a.k.a. 'Championship Bowling'","","0","1","0","0","261","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=64","","","2","2","2","0","-1"
"65","500cc Grand Prix","27","0\500GRP-E_00065_01.zip","","0","0\500cc_Grand_Prix.png","39","71","3105","8","2","","","0","4","","0","0","0","35","2","1","0","0","3","78","0","1","2","1","0","","0","0","9059","0","","0","1","","0","","","0","0","0","0","5969","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=65","","","2","2","2","0","-1"
"66","500cc. Motomanager","31","0\500CCMO0_00066_01.zip","500CCMO0.D64","0","0\500cc._Motomanager.png","2549","71","451","8","61","MUSICIANS\V\Venturi_Ivan\500cc_Motomanager.sid","","0","4","","0","0","0","328","14","1","0","0","3","2","0","1","2","0","0","","0","0","0","0","","0","1","vtde=yes ","1","","","1","0","0","0","44","1","1","1","www.gb64.com","http://www.gb64.com/game.php?id=66","","","2","2","2","0","-1"
