"name","image_url","game_page_url","release_date","console","developer","publisher","l1","l2","l1_url","l2_url"
"Tantei Gakuen Q","","https://www.zophar.net/music/playstation2-psf2/tantei-gakuen-q","Dec 18th,2003","Playstation 2","","Konami","Download all files as MP3 (162 MB)","Download original music files (99 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tantei-gakuen-q/hekclcvd/Tantei%20Gakuen%20Q%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tantei-gakuen-q/Tantei%20Gakuen%20Q%20%28EMU%29.zophar.zip"
"Tantei Jinguuji Saburo - Innocent Black","","https://www.zophar.net/music/playstation2-psf2/tantei-jinguuji-saburo-innocent-black","Oct 24th,2002","Playstation 2","","WorkJam","Download all files as MP3 (285 MB)","Download original music files (655 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tantei-jinguuji-saburo-innocent-black/blyylmeo/Tantei%20Jinguuji%20Saburo%20-%20Innocent%20Black%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tantei-jinguuji-saburo-innocent-black/Tantei%20Jinguuji%20Saburo%20-%20Innocent%20Black%20%28EMU%29.zophar.zip"
"Tantei Jinguuji Saburo - Kind of Blue","","https://www.zophar.net/music/playstation2-psf2/tantei-jinguuji-saburo-kind-of-blue","Apr 22nd,2004","Playstation 2","","WorkJam","Download all files as MP3 (343 MB)","Download original music files (888 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tantei-jinguuji-saburo-kind-of-blue/ttrrprpo/Tantei%20Jinguuji%20Saburo%20-%20Kind%20of%20Blue%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tantei-jinguuji-saburo-kind-of-blue/Tantei%20Jinguuji%20Saburo%20-%20Kind%20of%20Blue%20%28EMU%29.zophar.zip"
"TearRing Saga Series - Berwick Saga","","https://www.zophar.net/music/playstation2-psf2/tearring-saga-series-berwick-saga","May 26th,2005","Playstation 2","Tirnanog","Enterbrain","Download all files as MP3 (483 MB)","Download original music files (63 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tearring-saga-series-berwick-saga/xfydxzgn/TearRing%20Saga%20Series%20-%20Berwick%20Saga%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tearring-saga-series-berwick-saga/TearRing%20Saga%20Series%20-%20Berwick%20Saga%20%28EMU%29.zophar.zip"
"Teenage Mutant Ninja Turtles","","https://www.zophar.net/music/playstation2-psf2/teenage-mutant-ninja-turtles","Oct 21st,2003","Playstation 2","KCE Studios","Konami","Download all files as MP3 (324 MB)","Download original music files (216 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/teenage-mutant-ninja-turtles/qobbktwo/Teenage%20Mutant%20Ninja%20Turtles%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/teenage-mutant-ninja-turtles/Teenage%20Mutant%20Ninja%20Turtles%20%28EMU%29.zophar.zip"
"Tekken 4","https://fi.zophar.net/soundcovers/playstation2-psf2/thumbs_large/ps2_tekken4_eu.jpg","https://www.zophar.net/music/playstation2-psf2/tekken-4","Mar 28th,2002","Playstation 2","Namco","Namco","Download all files as MP3 (187 MB)","Download original music files (134 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tekken-4/gkjkaady/Tekken%204%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tekken-4/Tekken%204%20%28EMU%29.zophar.zip"
"Tekken 5","https://fi.zophar.net/soundcovers/playstation2-psf2/thumbs_large/ps2_tekken5_eu.jpg","https://www.zophar.net/music/playstation2-psf2/tekken-5","Feb 24th,2005","Playstation 2","Namco","Namco","Download all files as MP3 (631 MB)","Download original music files (504 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tekken-5/cqilbtmw/Tekken%205%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tekken-5/Tekken%205%20%28EMU%29.zophar.zip"
"Tekken Tag Tournament","https://fi.zophar.net/soundcovers/playstation2-psf2/thumbs_large/ps2_tekkentagtournament_eu.jpg","https://www.zophar.net/music/playstation2-psf2/tekken-tag-tournament","Mar 30th,2000","Playstation 2","Namco","Namco","Download all files as MP3 (121 MB)","Download original music files (71 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tekken-tag-tournament/cjosfert/Tekken%20Tag%20Tournament%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tekken-tag-tournament/Tekken%20Tag%20Tournament%20%28EMU%29.zophar.zip"
"Tengai Makyou II - Manji Maru","","https://www.zophar.net/music/playstation2-psf2/tengai-makyou-ii-manji-maru","Oct 2nd,2003","Playstation 2","Sting","Hudson","Download all files as MP3 (238 MB)","Download original music files (154 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tengai-makyou-ii-manji-maru/ehrknkhn/Tengai%20Makyou%20II%20-%20Manji%20Maru%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tengai-makyou-ii-manji-maru/Tengai%20Makyou%20II%20-%20Manji%20Maru%20%28EMU%29.zophar.zip"
"Tengai Makyou III - Namida","","https://www.zophar.net/music/playstation2-psf2/tengai-makyou-iii-namida","Apr 14th,2005","Playstation 2","","Hudson","Download all files as MP3 (641 MB)","Download original music files (428 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tengai-makyou-iii-namida/sjqyabuf/Tengai%20Makyou%20III%20-%20Namida%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tengai-makyou-iii-namida/Tengai%20Makyou%20III%20-%20Namida%20%28EMU%29.zophar.zip"
"Tennis no Oji-Sama - Smash Hit!","","https://www.zophar.net/music/playstation2-psf2/tennis-no-oji-sama-smash-hit","Jul 24th,2003","Playstation 2","","Konami","Download all files as MP3 (211 MB)","Download original music files (123 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tennis-no-oji-sama-smash-hit/sucluyet/Tennis%20no%20Oji-Sama%20-%20Smash%20Hit%21%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tennis-no-oji-sama-smash-hit/Tennis%20no%20Oji-Sama%20-%20Smash%20Hit%21%20%28EMU%29.zophar.zip"
"Tennis no Oji-Sama - Smash Hit! 2","","https://www.zophar.net/music/playstation2-psf2/tennis-no-oji-sama-smash-hit-2","Dec 18th,2003","Playstation 2","","Konami","Download all files as MP3 (723 MB)","Download original music files (611 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tennis-no-oji-sama-smash-hit-2/ktyfxofa/Tennis%20no%20Oji-Sama%20-%20Smash%20Hit%21%202%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tennis-no-oji-sama-smash-hit-2/Tennis%20no%20Oji-Sama%20-%20Smash%20Hit%21%202%20%28EMU%29.zophar.zip"
"Tenohirao, Taiyouni - Eikyuu no Kizuna","","https://www.zophar.net/music/playstation2-psf2/tenohirao-taiyouni-eikyuu-no-kizuna","Mar 25th,2004","Playstation 2","","Princess","Download all files as MP3 (605 MB)","Download original music files (375 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tenohirao-taiyouni-eikyuu-no-kizuna/kdcgeyqd/Tenohirao%2C%20Taiyouni%20-%20Eikyuu%20no%20Kizuna%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tenohirao-taiyouni-eikyuu-no-kizuna/Tenohirao%2C%20Taiyouni%20-%20Eikyuu%20no%20Kizuna%20%28EMU%29.zophar.zip"
"Tenshou Gakuen Gekkouroku","","https://www.zophar.net/music/playstation2-psf2/tenshou-gakuen-gekkouroku","Nov 22nd,2006","Playstation 2","","Asmik Ace","Download all files as MP3 (329 MB)","Download original music files (21 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tenshou-gakuen-gekkouroku/efnxbprc/Tenshou%20Gakuen%20Gekkouroku%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tenshou-gakuen-gekkouroku/Tenshou%20Gakuen%20Gekkouroku%20%28EMU%29.zophar.zip"
"Tentama - 1st Sunny Side","","https://www.zophar.net/music/playstation2-psf2/tentama-1st-sunny-side","Oct 30th,2003","Playstation 2","KID","KID","Download all files as MP3 (385 MB)","Download original music files (75 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tentama-1st-sunny-side/uewvtqgk/Tentama%20-%201st%20Sunny%20Side%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tentama-1st-sunny-side/Tentama%20-%201st%20Sunny%20Side%20%28EMU%29.zophar.zip"
"Tentama 2 - Wins","","https://www.zophar.net/music/playstation2-psf2/tentama-2-wins","Feb 26th,2004","Playstation 2","KID","KID","Download all files as MP3 (302 MB)","Download original music files (91 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tentama-2-wins/wvovrzvn/Tentama%202%20-%20Wins%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tentama-2-wins/Tentama%202%20-%20Wins%20%28EMU%29.zophar.zip"
"Test Drive Unlimited","","https://www.zophar.net/music/playstation2-psf2/test-drive-unlimited","Mar 16th,2007","Playstation 2","Eden","Atari","Download all files as MP3 (1 GB)","Download original music files (1 GB)","https://fi.zophar.net/soundfiles/playstation2-psf2/test-drive-unlimited/fphuvuym/Test%20Drive%20Unlimited%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/test-drive-unlimited/Test%20Drive%20Unlimited%20%28EMU%29.zophar.zip"
"Tetris Worlds","","https://www.zophar.net/music/playstation2-psf2/tetris-worlds","Mar 20th,2002","Playstation 2","Blue Planet","THQ","Download all files as MP3 (65 MB)","Download original music files (71 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tetris-worlds/cwbraafr/Tetris%20Worlds%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tetris-worlds/Tetris%20Worlds%20%28EMU%29.zophar.zip"
"Tetsujin 28-Gou","","https://www.zophar.net/music/playstation2-psf2/tetsujin-28-gou","Jul 1st,2004","Playstation 2","Sandlot","Bandai","Download all files as MP3 (564 MB)","Download original music files (316 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tetsujin-28-gou/qpprseuz/Tetsujin%2028-Gou%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tetsujin-28-gou/Tetsujin%2028-Gou%20%28EMU%29.zophar.zip"
"Thomas & Friends - A Day at the Races","","https://www.zophar.net/music/playstation2-psf2/thomas-friends-a-day-at-the-races","Aug 24th,2007","Playstation 2","","Blast!","Download all files as MP3 (57 MB)","Download original music files (60 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/thomas-friends-a-day-at-the-races/zxrpvqnv/Thomas%20%26%20Friends%20-%20A%20Day%20at%20the%20Races%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/thomas-friends-a-day-at-the-races/Thomas%20%26%20Friends%20-%20A%20Day%20at%20the%20Races%20%28EMU%29.zophar.zip"
"Thread Colors - Sayonara no Mukougawa","","https://www.zophar.net/music/playstation2-psf2/thread-colors-sayonara-no-mukougawa","Nov 14th,2002","Playstation 2","","D3 Publisher","Download all files as MP3 (268 MB)","Download original music files (307 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/thread-colors-sayonara-no-mukougawa/bckqtobb/Thread%20Colors%20-%20Sayonara%20no%20Mukougawa%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/thread-colors-sayonara-no-mukougawa/Thread%20Colors%20-%20Sayonara%20no%20Mukougawa%20%28EMU%29.zophar.zip"
"Thunder Force VI","","https://www.zophar.net/music/playstation2-psf2/thunder-force-vi","Oct 30th,2008","Playstation 2","","Sega","Download all files as MP3 (212 MB)","Download original music files (144 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/thunder-force-vi/ariyvfod/Thunder%20Force%20VI%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/thunder-force-vi/Thunder%20Force%20VI%20%28EMU%29.zophar.zip"
"Thunderstrike - Operation Phoenix","","https://www.zophar.net/music/playstation2-psf2/thunderstrike-operation-phoenix","Oct 12th,2001","Playstation 2","Core Design","Eidos","Download all files as MP3 (55 MB)","Download original music files (245 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/thunderstrike-operation-phoenix/kchcerlb/Thunderstrike%20-%20Operation%20Phoenix%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/thunderstrike-operation-phoenix/Thunderstrike%20-%20Operation%20Phoenix%20%28EMU%29.zophar.zip"
"Tian Xing - Swords of Destiny","","https://www.zophar.net/music/playstation2-psf2/tian-xing-swords-of-destiny","Feb 17th,2005","Playstation 2","Artoon","Marvelous","Download all files as MP3 (153 MB)","Download original music files (98 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tian-xing-swords-of-destiny/xxvtshlr/Tian%20Xing%20-%20Swords%20of%20Destiny%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tian-xing-swords-of-destiny/Tian%20Xing%20-%20Swords%20of%20Destiny%20%28EMU%29.zophar.zip"
"Tiger Woods PGA Tour 06","https://fi.zophar.net/soundcovers/playstation2-psf2/thumbs_large/ps2_tigerwoodspgatour06.jpg","https://www.zophar.net/music/playstation2-psf2/tiger-woods-pga-tour-06","Sep 20th,2005","Playstation 2","","Electronic Arts","Download all files as MP3 (143 MB)","Download original music files (142 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tiger-woods-pga-tour-06/ofquepvy/Tiger%20Woods%20PGA%20Tour%2006%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tiger-woods-pga-tour-06/Tiger%20Woods%20PGA%20Tour%2006%20%28EMU%29.zophar.zip"
"Tiger Woods PGA Tour 07","","https://www.zophar.net/music/playstation2-psf2/tiger-woods-pga-tour-07","Sep 22nd,2006","Playstation 2","EA Redwood Shores","Electronic Arts","Download all files as MP3 (219 MB)","Download original music files (217 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tiger-woods-pga-tour-07/bigrxkdc/Tiger%20Woods%20PGA%20Tour%2007%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tiger-woods-pga-tour-07/Tiger%20Woods%20PGA%20Tour%2007%20%28EMU%29.zophar.zip"
"Tiger Woods PGA Tour 08","https://fi.zophar.net/soundcovers/playstation2-psf2/thumbs_large/ps2_tigerwoodspgatour08.jpg","https://www.zophar.net/music/playstation2-psf2/tiger-woods-pga-tour-08","Aug 27th,2007","Playstation 2","EA Salt Lake","Electronic Arts","Download all files as MP3 (236 MB)","Download original music files (236 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tiger-woods-pga-tour-08/jdknorkh/Tiger%20Woods%20PGA%20Tour%2008%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tiger-woods-pga-tour-08/Tiger%20Woods%20PGA%20Tour%2008%20%28EMU%29.zophar.zip"
"Tiger Woods PGA Tour 09","","https://www.zophar.net/music/playstation2-psf2/tiger-woods-pga-tour-09","Aug 26th,2008","Playstation 2","EA Tiburon","Electronic Arts","Download all files as MP3 (156 MB)","Download original music files (155 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tiger-woods-pga-tour-09/nkgwpkeq/Tiger%20Woods%20PGA%20Tour%2009%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tiger-woods-pga-tour-09/Tiger%20Woods%20PGA%20Tour%2009%20%28EMU%29.zophar.zip"
"Tiger Woods PGA Tour 10","","https://www.zophar.net/music/playstation2-psf2/tiger-woods-pga-tour-10","Jun 8th,2009","Playstation 2","EA Tiburon","Electronic Arts","Download all files as MP3 (123 MB)","Download original music files (122 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tiger-woods-pga-tour-10/zyzgvmoi/Tiger%20Woods%20PGA%20Tour%2010%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tiger-woods-pga-tour-10/Tiger%20Woods%20PGA%20Tour%2010%20%28EMU%29.zophar.zip"
"Tiger Woods PGA Tour 2001","","https://www.zophar.net/music/playstation2-psf2/tiger-woods-pga-tour-2001","Feb 26th,2001","Playstation 2","Stormfront","Electronic Arts","Download all files as MP3 (22 MB)","Download original music files (24 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tiger-woods-pga-tour-2001/nidunkuw/Tiger%20Woods%20PGA%20Tour%202001%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tiger-woods-pga-tour-2001/Tiger%20Woods%20PGA%20Tour%202001%20%28EMU%29.zophar.zip"
"Time Crisis 3","https://fi.zophar.net/soundcovers/playstation2-psf2/thumbs_large/ps2_timecrisis3_eu.jpg","https://www.zophar.net/music/playstation2-psf2/time-crisis-3","Oct 21st,2003","Playstation 2","Nextech","Namco","Download all files as MP3 (97 MB)","Download original music files (110 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/time-crisis-3/wuqxzyaa/Time%20Crisis%203%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/time-crisis-3/Time%20Crisis%203%20%28EMU%29.zophar.zip"
"TimeSplitters 2","https://fi.zophar.net/soundcovers/playstation2-psf2/thumbs_large/ps2_timesplitters2.jpg","https://www.zophar.net/music/playstation2-psf2/timesplitters-2","Oct 9th,2002","Playstation 2","Free Radical Design","Eidos","Download all files as MP3 (711 MB)","Download original music files (741 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/timesplitters-2/jwiddrqo/TimeSplitters%202%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/timesplitters-2/TimeSplitters%202%20%28EMU%29.zophar.zip"
"Tiny Toon Adventures - Defenders of the Universe","","https://www.zophar.net/music/playstation2-psf2/tiny-toon-adventures-defenders-of-the-universe","","Playstation 2","20xx","Treasure","Download all files as MP3 (63 MB)","Download original music files (36 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tiny-toon-adventures-defenders-of-the-universe/cueoweae/Tiny%20Toon%20Adventures%20-%20Defenders%20of%20the%20Universe%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tiny-toon-adventures-defenders-of-the-universe/Tiny%20Toon%20Adventures%20-%20Defenders%20of%20the%20Universe%20%28EMU%29.zophar.zip"
"To Heart 2","","https://www.zophar.net/music/playstation2-psf2/to-heart-2","Dec 28th,2004","Playstation 2","Leaf","Aqua Plus","Download all files as MP3 (298 MB)","Download original music files (243 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/to-heart-2/bzmiyfal/To%20Heart%202%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/to-heart-2/To%20Heart%202%20%28EMU%29.zophar.zip"
"Tokimeki Memorial 2 - Music Video Clips - Circus de Ai Imashou","","https://www.zophar.net/music/playstation2-psf2/tokimeki-memorial-2-music-video-clips-circus-de-ai-imashou","Apr 18th,2002","Playstation 2","","Konami","Download all files as MP3 (48 MB)","Download original music files (220 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tokimeki-memorial-2-music-video-clips-circus-de-ai-imashou/nguntpdn/Tokimeki%20Memorial%202%20-%20Music%20Video%20Clips%20-%20Circus%20de%20Ai%20Imashou%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tokimeki-memorial-2-music-video-clips-circus-de-ai-imashou/Tokimeki%20Memorial%202%20-%20Music%20Video%20Clips%20-%20Circus%20de%20Ai%20Imashou%20%28EMU%29.zophar.zip"
"Tokobot Plus - Mysteries of The Karakuri","","https://www.zophar.net/music/playstation2-psf2/tokobot-plus-mysteries-of-the-karakuri","Oct 24th,2006","Playstation 2","","Tecmo","Download all files as MP3 (258 MB)","Download original music files (147 MB)","https://fi.zophar.net/soundfiles/playstation2-psf2/tokobot-plus-mysteries-of-the-karakuri/fbpciznd/Tokobot%20Plus%20-%20Mysteries%20of%20The%20Karakuri%20%28MP3%29.zophar.zip","https://fi.zophar.net/soundfiles/playstation2-psf2/tokobot-plus-mysteries-of-the-karakuri/Tokobot%20Plus%20-%20Mysteries%20of%20The%20Karakuri%20%28EMU%29.zophar.zip"
